Country_Code,Country,Region,Year,Indicator_Name,Indicator_Code,Value,Source
ARG,Argentina,Latin America,2020,GDP Growth Rate (Annual %),NGDP_RPCH,-9.9,IMF
ARG,Argentina,Latin America,2020,GNI per Capita,NY.GNP.PCAP.CD,9040.0,World Bank
ARG,Argentina,Latin America,2020,Government Debt (% of GDP),GGXWDG_NGDP,103.8,IMF
ARG,Argentina,Latin America,2020,Inflation Rate (CPI),PCPIPCH,42.0,IMF
ARG,Argentina,Latin America,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,160000000.0,World Bank
ARG,Argentina,Latin America,2020,Population,SP.POP.TOTL,45191965.0,World Bank
ARG,Argentina,Latin America,2020,Unemployment Rate,LUR,11.6,IMF
ARG,Argentina,Latin America,2021,Current Account Balance (% of GDP),BCA_NGDPD,1.4,IMF
ARG,Argentina,Latin America,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.65393018722534,World Bank
ARG,Argentina,Latin America,2021,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.3,IMF
ARG,Argentina,Latin America,2021,GDP Growth Rate (Annual %),NGDP_RPCH,10.4,IMF
ARG,Argentina,Latin America,2021,GNI per Capita,NY.GNP.PCAP.CD,10070.0,World Bank
ARG,Argentina,Latin America,2021,Government Debt (% of GDP),GGXWDG_NGDP,81.0,IMF
ARG,Argentina,Latin America,2021,Inflation Rate (CPI),PCPIPCH,48.4,IMF
ARG,Argentina,Latin America,2021,Population,SP.POP.TOTL,45312281.0,World Bank
ARG,Argentina,Latin America,2021,Unemployment Rate,LUR,8.8,IMF
ARG,Argentina,Latin America,2022,Current Account Balance (% of GDP),BCA_NGDPD,-0.6,IMF
ARG,Argentina,Latin America,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.79263019561768,World Bank
ARG,Argentina,Latin America,2022,Fiscal Balance (% of GDP),GGXCNL_NGDP,-3.8,IMF
ARG,Argentina,Latin America,2022,GDP Growth Rate (Annual %),NGDP_RPCH,6.0,IMF
ARG,Argentina,Latin America,2022,GNI per Capita,NY.GNP.PCAP.CD,11890.0,World Bank
ARG,Argentina,Latin America,2022,Government Debt (% of GDP),GGXWDG_NGDP,84.3,IMF
ARG,Argentina,Latin America,2022,Inflation Rate (CPI),PCPIPCH,72.4,IMF
ARG,Argentina,Latin America,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,516000000.0,World Bank
ARG,Argentina,Latin America,2022,Population,SP.POP.TOTL,45407904.0,World Bank
ARG,Argentina,Latin America,2022,Unemployment Rate,LUR,6.8,IMF
ARG,Argentina,Latin America,2023,Current Account Balance (% of GDP),BCA_NGDPD,-3.2,IMF
ARG,Argentina,Latin America,2023,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.89754023690244,World Bank
ARG,Argentina,Latin America,2023,Fiscal Balance (% of GDP),GGXCNL_NGDP,-5.3,IMF
ARG,Argentina,Latin America,2023,GDP Growth Rate (Annual %),NGDP_RPCH,-1.9,IMF
ARG,Argentina,Latin America,2023,GNI per Capita,NY.GNP.PCAP.CD,12920.0,World Bank
ARG,Argentina,Latin America,2023,Government Debt (% of GDP),GGXWDG_NGDP,154.6,IMF
ARG,Argentina,Latin America,2023,Inflation Rate (CPI),PCPIPCH,133.5,IMF
ARG,Argentina,Latin America,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,720000000.0,World Bank
ARG,Argentina,Latin America,2023,Population,SP.POP.TOTL,45538401.0,World Bank
ARG,Argentina,Latin America,2023,Unemployment Rate,LUR,6.1,IMF
ARG,Argentina,Latin America,2024,Current Account Balance (% of GDP),BCA_NGDPD,0.9,IMF
ARG,Argentina,Latin America,2024,Fiscal Balance (% of GDP),GGXCNL_NGDP,0.5,IMF
ARG,Argentina,Latin America,2024,GDP Growth Rate (Annual %),NGDP_RPCH,-1.3,IMF
ARG,Argentina,Latin America,2024,GNI per Capita,NY.GNP.PCAP.CD,13530.0,World Bank
ARG,Argentina,Latin America,2024,Government Debt (% of GDP),GGXWDG_NGDP,84.7,IMF
ARG,Argentina,Latin America,2024,Inflation Rate (CPI),PCPIPCH,219.9,IMF
ARG,Argentina,Latin America,2024,Population,SP.POP.TOTL,45696159.0,World Bank
ARG,Argentina,Latin America,2024,Unemployment Rate,LUR,7.2,IMF
BGD,Bangladesh,Asia,2018,Current Account Balance (% of GDP),BCA_NGDPD,-3.0,IMF
BGD,Bangladesh,Asia,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.09477473545666,World Bank
BGD,Bangladesh,Asia,2018,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.1,IMF
BGD,Bangladesh,Asia,2018,GDP Growth Rate (Annual %),NGDP_RPCH,7.3,IMF
BGD,Bangladesh,Asia,2018,GNI per Capita,NY.GNP.PCAP.CD,2020.0,World Bank
BGD,Bangladesh,Asia,2018,Government Debt (% of GDP),GGXWDG_NGDP,29.6,IMF
BGD,Bangladesh,Asia,2018,Inflation Rate (CPI),PCPIPCH,5.8,IMF
BGD,Bangladesh,Asia,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,269000000.0,World Bank
BGD,Bangladesh,Asia,2018,Population,SP.POP.TOTL,163523103.0,World Bank
BGD,Bangladesh,Asia,2018,Railway Infrastructure,IS.RRS.TOTL.KM,2877.0,World Bank
BGD,Bangladesh,Asia,2019,Current Account Balance (% of GDP),BCA_NGDPD,-1.3,IMF
BGD,Bangladesh,Asia,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,1.13094997406006,World Bank
BGD,Bangladesh,Asia,2019,Fiscal Balance (% of GDP),GGXCNL_NGDP,-5.4,IMF
BGD,Bangladesh,Asia,2019,GDP Growth Rate (Annual %),NGDP_RPCH,7.9,IMF
BGD,Bangladesh,Asia,2019,GNI per Capita,NY.GNP.PCAP.CD,2220.0,World Bank
BGD,Bangladesh,Asia,2019,Government Debt (% of GDP),GGXWDG_NGDP,32.0,IMF
BGD,Bangladesh,Asia,2019,Inflation Rate (CPI),PCPIPCH,5.5,IMF
BGD,Bangladesh,Asia,2019,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,35710000.0,World Bank
BGD,Bangladesh,Asia,2019,Population,SP.POP.TOTL,164913055.0,World Bank
BGD,Bangladesh,Asia,2019,Railway Infrastructure,IS.RRS.TOTL.KM,2877.0,World Bank
BGD,Bangladesh,Asia,2020,Current Account Balance (% of GDP),BCA_NGDPD,-1.5,IMF
BGD,Bangladesh,Asia,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.13974351741877,World Bank
BGD,Bangladesh,Asia,2020,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.8,IMF
BGD,Bangladesh,Asia,2020,GDP Growth Rate (Annual %),NGDP_RPCH,3.4,IMF
BGD,Bangladesh,Asia,2020,GNI per Capita,NY.GNP.PCAP.CD,2320.0,World Bank
BGD,Bangladesh,Asia,2020,Government Debt (% of GDP),GGXWDG_NGDP,34.5,IMF
BGD,Bangladesh,Asia,2020,Inflation Rate (CPI),PCPIPCH,5.6,IMF
BGD,Bangladesh,Asia,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,2087000000.0,World Bank
BGD,Bangladesh,Asia,2020,Population,SP.POP.TOTL,166298024.0,World Bank
BGD,Bangladesh,Asia,2021,Current Account Balance (% of GDP),BCA_NGDPD,-1.1,IMF
BGD,Bangladesh,Asia,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.17090882504654,World Bank
BGD,Bangladesh,Asia,2021,Fiscal Balance (% of GDP),GGXCNL_NGDP,-3.6,IMF
BGD,Bangladesh,Asia,2021,GDP Growth Rate (Annual %),NGDP_RPCH,6.9,IMF
BGD,Bangladesh,Asia,2021,GNI per Capita,NY.GNP.PCAP.CD,2600.0,World Bank
BGD,Bangladesh,Asia,2021,Government Debt (% of GDP),GGXWDG_NGDP,35.6,IMF
BGD,Bangladesh,Asia,2021,Inflation Rate (CPI),PCPIPCH,5.6,IMF
BGD,Bangladesh,Asia,2021,Population,SP.POP.TOTL,167658854.0,World Bank
BGD,Bangladesh,Asia,2022,Current Account Balance (% of GDP),BCA_NGDPD,-4.0,IMF
BGD,Bangladesh,Asia,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.08538657806243,World Bank
BGD,Bangladesh,Asia,2022,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.5,IMF
BGD,Bangladesh,Asia,2022,GDP Growth Rate (Annual %),NGDP_RPCH,7.1,IMF
BGD,Bangladesh,Asia,2022,GNI per Capita,NY.GNP.PCAP.CD,2850.0,World Bank
BGD,Bangladesh,Asia,2022,Government Debt (% of GDP),GGXWDG_NGDP,37.9,IMF
BGD,Bangladesh,Asia,2022,Inflation Rate (CPI),PCPIPCH,6.1,IMF
BGD,Bangladesh,Asia,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,613000000.0,World Bank
BGD,Bangladesh,Asia,2022,Population,SP.POP.TOTL,169384897.0,World Bank
BGD,Bangladesh,Asia,2023,Current Account Balance (% of GDP),BCA_NGDPD,-2.6,IMF
BGD,Bangladesh,Asia,2023,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.16213826344701,World Bank
BGD,Bangladesh,Asia,2023,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.4,IMF
BGD,Bangladesh,Asia,2023,GDP Growth Rate (Annual %),NGDP_RPCH,5.8,IMF
BGD,Bangladesh,Asia,2023,GNI per Capita,NY.GNP.PCAP.CD,2880.0,World Bank
BGD,Bangladesh,Asia,2023,Government Debt (% of GDP),GGXWDG_NGDP,39.7,IMF
BGD,Bangladesh,Asia,2023,Inflation Rate (CPI),PCPIPCH,9.0,IMF
BGD,Bangladesh,Asia,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,247550000.0,World Bank
BGD,Bangladesh,Asia,2023,Population,SP.POP.TOTL,171466990.0,World Bank
BGD,Bangladesh,Asia,2024,Current Account Balance (% of GDP),BCA_NGDPD,-1.4,IMF
BGD,Bangladesh,Asia,2024,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,2.0343847791384,World Bank
BGD,Bangladesh,Asia,2024,Fiscal Balance (% of GDP),GGXCNL_NGDP,-3.7,IMF
BGD,Bangladesh,Asia,2024,GDP Growth Rate (Annual %),NGDP_RPCH,4.2,IMF
BGD,Bangladesh,Asia,2024,GNI per Capita,NY.GNP.PCAP.CD,2820.0,World Bank
BGD,Bangladesh,Asia,2024,Government Debt (% of GDP),GGXWDG_NGDP,41.0,IMF
BGD,Bangladesh,Asia,2024,Inflation Rate (CPI),PCPIPCH,9.7,IMF
BGD,Bangladesh,Asia,2024,Population,SP.POP.TOTL,173562364.0,World Bank
BRA,Brazil,Latin America,2018,Current Account Balance (% of GDP),BCA_NGDPD,-2.8,IMF
BRA,Brazil,Latin America,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,6.08851003646851,World Bank
BRA,Brazil,Latin America,2018,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.0,IMF
BRA,Brazil,Latin America,2018,GDP Growth Rate (Annual %),NGDP_RPCH,1.8,IMF
BRA,Brazil,Latin America,2018,GNI per Capita,NY.GNP.PCAP.CD,9320.0,World Bank
BRA,Brazil,Latin America,2018,Government Debt (% of GDP),GGXWDG_NGDP,84.8,IMF
BRA,Brazil,Latin America,2018,Inflation Rate (CPI),PCPIPCH,3.7,IMF
BRA,Brazil,Latin America,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,4953540000.0,World Bank
BRA,Brazil,Latin America,2018,Population,SP.POP.TOTL,206107261.0,World Bank
BRA,Brazil,Latin America,2018,Unemployment Rate,LUR,12.4,IMF
BRA,Brazil,Latin America,2019,Current Account Balance (% of GDP),BCA_NGDPD,-3.5,IMF
BRA,Brazil,Latin America,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.96346998214722,World Bank
BRA,Brazil,Latin America,2019,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.9,IMF
BRA,Brazil,Latin America,2019,GDP Growth Rate (Annual %),NGDP_RPCH,1.2,IMF
BRA,Brazil,Latin America,2019,GNI per Capita,NY.GNP.PCAP.CD,9410.0,World Bank
BRA,Brazil,Latin America,2019,Government Debt (% of GDP),GGXWDG_NGDP,87.1,IMF
BRA,Brazil,Latin America,2019,Inflation Rate (CPI),PCPIPCH,3.7,IMF
BRA,Brazil,Latin America,2019,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,14946570000.0,World Bank
BRA,Brazil,Latin America,2019,Population,SP.POP.TOTL,207455459.0,World Bank
BRA,Brazil,Latin America,2019,Unemployment Rate,LUR,12.0,IMF
BRA,Brazil,Latin America,2020,Current Account Balance (% of GDP),BCA_NGDPD,-1.7,IMF
BRA,Brazil,Latin America,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.77150011062622,World Bank
BRA,Brazil,Latin America,2020,Fiscal Balance (% of GDP),GGXCNL_NGDP,-11.6,IMF
BRA,Brazil,Latin America,2020,GDP Growth Rate (Annual %),NGDP_RPCH,-3.3,IMF
BRA,Brazil,Latin America,2020,GNI per Capita,NY.GNP.PCAP.CD,8080.0,World Bank
BRA,Brazil,Latin America,2020,Government Debt (% of GDP),GGXWDG_NGDP,96.0,IMF
BRA,Brazil,Latin America,2020,Inflation Rate (CPI),PCPIPCH,3.2,IMF
BRA,Brazil,Latin America,2020,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,6242530000.0,World Bank
BRA,Brazil,Latin America,2020,Population,SP.POP.TOTL,208660842.0,World Bank
BRA,Brazil,Latin America,2020,Unemployment Rate,LUR,13.8,IMF
BRA,Brazil,Latin America,2021,Current Account Balance (% of GDP),BCA_NGDPD,-2.4,IMF
BRA,Brazil,Latin America,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.4969801902771,World Bank
BRA,Brazil,Latin America,2021,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.6,IMF
BRA,Brazil,Latin America,2021,GDP Growth Rate (Annual %),NGDP_RPCH,4.8,IMF
BRA,Brazil,Latin America,2021,GNI per Capita,NY.GNP.PCAP.CD,8060.0,World Bank
BRA,Brazil,Latin America,2021,Government Debt (% of GDP),GGXWDG_NGDP,88.9,IMF
BRA,Brazil,Latin America,2021,Inflation Rate (CPI),PCPIPCH,8.3,IMF
BRA,Brazil,Latin America,2021,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,3270180000.0,World Bank
BRA,Brazil,Latin America,2021,Population,SP.POP.TOTL,209550294.0,World Bank
BRA,Brazil,Latin America,2021,Unemployment Rate,LUR,13.2,IMF
BRA,Brazil,Latin America,2022,Current Account Balance (% of GDP),BCA_NGDPD,-2.2,IMF
BRA,Brazil,Latin America,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.61922979354858,World Bank
BRA,Brazil,Latin America,2022,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.0,IMF
BRA,Brazil,Latin America,2022,GDP Growth Rate (Annual %),NGDP_RPCH,3.0,IMF
BRA,Brazil,Latin America,2022,GNI per Capita,NY.GNP.PCAP.CD,8440.0,World Bank
BRA,Brazil,Latin America,2022,Government Debt (% of GDP),GGXWDG_NGDP,83.9,IMF
BRA,Brazil,Latin America,2022,Inflation Rate (CPI),PCPIPCH,9.3,IMF
BRA,Brazil,Latin America,2022,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,6127990000.0,World Bank
BRA,Brazil,Latin America,2022,Population,SP.POP.TOTL,210306415.0,World Bank
BRA,Brazil,Latin America,2022,Unemployment Rate,LUR,9.3,IMF
BRA,Brazil,Latin America,2023,Current Account Balance (% of GDP),BCA_NGDPD,-1.3,IMF
BRA,Brazil,Latin America,2023,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.7,IMF
BRA,Brazil,Latin America,2023,GDP Growth Rate (Annual %),NGDP_RPCH,3.2,IMF
BRA,Brazil,Latin America,2023,GNI per Capita,NY.GNP.PCAP.CD,9310.0,World Bank
BRA,Brazil,Latin America,2023,Government Debt (% of GDP),GGXWDG_NGDP,84.0,IMF
BRA,Brazil,Latin America,2023,Inflation Rate (CPI),PCPIPCH,4.6,IMF
BRA,Brazil,Latin America,2023,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,3845070000.0,World Bank
BRA,Brazil,Latin America,2023,Population,SP.POP.TOTL,211140729.0,World Bank
BRA,Brazil,Latin America,2023,Unemployment Rate,LUR,8.0,IMF
BRA,Brazil,Latin America,2024,Current Account Balance (% of GDP),BCA_NGDPD,-2.7,IMF
BRA,Brazil,Latin America,2024,Fiscal Balance (% of GDP),GGXCNL_NGDP,-6.2,IMF
BRA,Brazil,Latin America,2024,GDP Growth Rate (Annual %),NGDP_RPCH,3.4,IMF
BRA,Brazil,Latin America,2024,GNI per Capita,NY.GNP.PCAP.CD,9930.0,World Bank
BRA,Brazil,Latin America,2024,Government Debt (% of GDP),GGXWDG_NGDP,87.3,IMF
BRA,Brazil,Latin America,2024,Inflation Rate (CPI),PCPIPCH,4.4,IMF
BRA,Brazil,Latin America,2024,Population,SP.POP.TOTL,211998573.0,World Bank
BRA,Brazil,Latin America,2024,Unemployment Rate,LUR,6.9,IMF
CHL,Chile,Latin America,2018,Current Account Balance (% of GDP),BCA_NGDPD,-4.5,IMF
CHL,Chile,Latin America,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.473060131073,World Bank
CHL,Chile,Latin America,2018,Fiscal Balance (% of GDP),GGXCNL_NGDP,-1.5,IMF
CHL,Chile,Latin America,2018,GDP Growth Rate (Annual %),NGDP_RPCH,4.0,IMF
CHL,Chile,Latin America,2018,GNI per Capita,NY.GNP.PCAP.CD,14460.0,World Bank
CHL,Chile,Latin America,2018,Government Debt (% of GDP),GGXWDG_NGDP,25.8,IMF
CHL,Chile,Latin America,2018,Inflation Rate (CPI),PCPIPCH,2.3,IMF
CHL,Chile,Latin America,2018,Population,SP.POP.TOTL,18893191.0,World Bank
CHL,Chile,Latin America,2018,Railway Infrastructure,IS.RRS.TOTL.KM,2396.0,World Bank
CHL,Chile,Latin America,2018,Unemployment Rate,LUR,7.4,IMF
CHL,Chile,Latin America,2019,Current Account Balance (% of GDP),BCA_NGDPD,-5.2,IMF
CHL,Chile,Latin America,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.62630987167358,World Bank
CHL,Chile,Latin America,2019,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.7,IMF
CHL,Chile,Latin America,2019,GDP Growth Rate (Annual %),NGDP_RPCH,0.6,IMF
CHL,Chile,Latin America,2019,GNI per Capita,NY.GNP.PCAP.CD,14690.0,World Bank
CHL,Chile,Latin America,2019,Government Debt (% of GDP),GGXWDG_NGDP,28.3,IMF
CHL,Chile,Latin America,2019,Inflation Rate (CPI),PCPIPCH,2.3,IMF
CHL,Chile,Latin America,2019,Population,SP.POP.TOTL,19197744.0,World Bank
CHL,Chile,Latin America,2019,Railway Infrastructure,IS.RRS.TOTL.KM,2396.0,World Bank
CHL,Chile,Latin America,2019,Unemployment Rate,LUR,7.2,IMF
CHL,Chile,Latin America,2020,Current Account Balance (% of GDP),BCA_NGDPD,-1.9,IMF
CHL,Chile,Latin America,2020,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,5.62993001937866,World Bank
CHL,Chile,Latin America,2020,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.1,IMF
CHL,Chile,Latin America,2020,GDP Growth Rate (Annual %),NGDP_RPCH,-6.1,IMF
CHL,Chile,Latin America,2020,GNI per Capita,NY.GNP.PCAP.CD,12960.0,World Bank
CHL,Chile,Latin America,2020,Government Debt (% of GDP),GGXWDG_NGDP,32.4,IMF
CHL,Chile,Latin America,2020,Inflation Rate (CPI),PCPIPCH,3.0,IMF
CHL,Chile,Latin America,2020,Population,SP.POP.TOTL,19370624.0,World Bank
CHL,Chile,Latin America,2020,Railway Infrastructure,IS.RRS.TOTL.KM,2396.0,World Bank
CHL,Chile,Latin America,2020,Unemployment Rate,LUR,10.8,IMF
CHL,Chile,Latin America,2021,Current Account Balance (% of GDP),BCA_NGDPD,-7.3,IMF
CHL,Chile,Latin America,2021,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.99923992156982,World Bank
CHL,Chile,Latin America,2021,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.5,IMF
CHL,Chile,Latin America,2021,GDP Growth Rate (Annual %),NGDP_RPCH,11.3,IMF
CHL,Chile,Latin America,2021,GNI per Capita,NY.GNP.PCAP.CD,14790.0,World Bank
CHL,Chile,Latin America,2021,Government Debt (% of GDP),GGXWDG_NGDP,36.4,IMF
CHL,Chile,Latin America,2021,Inflation Rate (CPI),PCPIPCH,4.5,IMF
CHL,Chile,Latin America,2021,Population,SP.POP.TOTL,19456334.0,World Bank
CHL,Chile,Latin America,2021,Railway Infrastructure,IS.RRS.TOTL.KM,2396.0,World Bank
CHL,Chile,Latin America,2021,Unemployment Rate,LUR,8.9,IMF
CHL,Chile,Latin America,2022,Current Account Balance (% of GDP),BCA_NGDPD,-8.8,IMF
CHL,Chile,Latin America,2022,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.89753007888794,World Bank
CHL,Chile,Latin America,2022,Fiscal Balance (% of GDP),GGXCNL_NGDP,1.4,IMF
CHL,Chile,Latin America,2022,GDP Growth Rate (Annual %),NGDP_RPCH,2.2,IMF
CHL,Chile,Latin America,2022,GNI per Capita,NY.GNP.PCAP.CD,15440.0,World Bank
CHL,Chile,Latin America,2022,Government Debt (% of GDP),GGXWDG_NGDP,37.9,IMF
CHL,Chile,Latin America,2022,Inflation Rate (CPI),PCPIPCH,11.6,IMF
CHL,Chile,Latin America,2022,Population,SP.POP.TOTL,19553036.0,World Bank
CHL,Chile,Latin America,2022,Unemployment Rate,LUR,7.9,IMF
CHL,Chile,Latin America,2023,Current Account Balance (% of GDP),BCA_NGDPD,-3.1,IMF
CHL,Chile,Latin America,2023,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.3,IMF
CHL,Chile,Latin America,2023,GDP Growth Rate (Annual %),NGDP_RPCH,0.5,IMF
CHL,Chile,Latin America,2023,GNI per Capita,NY.GNP.PCAP.CD,15950.0,World Bank
CHL,Chile,Latin America,2023,Government Debt (% of GDP),GGXWDG_NGDP,39.4,IMF
CHL,Chile,Latin America,2023,Inflation Rate (CPI),PCPIPCH,7.6,IMF
CHL,Chile,Latin America,2023,Population,SP.POP.TOTL,19658835.0,World Bank
CHL,Chile,Latin America,2023,Unemployment Rate,LUR,8.7,IMF
CHL,Chile,Latin America,2024,Current Account Balance (% of GDP),BCA_NGDPD,-1.5,IMF
CHL,Chile,Latin America,2024,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.8,IMF
CHL,Chile,Latin America,2024,GDP Growth Rate (Annual %),NGDP_RPCH,2.6,IMF
CHL,Chile,Latin America,2024,GNI per Capita,NY.GNP.PCAP.CD,15750.0,World Bank
CHL,Chile,Latin America,2024,Government Debt (% of GDP),GGXWDG_NGDP,41.7,IMF
CHL,Chile,Latin America,2024,Inflation Rate (CPI),PCPIPCH,3.9,IMF
CHL,Chile,Latin America,2024,Population,SP.POP.TOTL,19764771.0,World Bank
CHL,Chile,Latin America,2024,Unemployment Rate,LUR,8.5,IMF
COL,Colombia,Latin America,2018,Current Account Balance (% of GDP),BCA_NGDPD,-4.2,IMF
COL,Colombia,Latin America,2018,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.44910001754761,World Bank
COL,Colombia,Latin America,2018,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.7,IMF
COL,Colombia,Latin America,2018,GDP Growth Rate (Annual %),NGDP_RPCH,2.6,IMF
COL,Colombia,Latin America,2018,GNI per Capita,NY.GNP.PCAP.CD,6350.0,World Bank
COL,Colombia,Latin America,2018,Government Debt (% of GDP),GGXWDG_NGDP,51.8,IMF
COL,Colombia,Latin America,2018,Inflation Rate (CPI),PCPIPCH,3.2,IMF
COL,Colombia,Latin America,2018,Infrastructure Investment (Energy),IE.PPI.ENGY.CD,78000000.0,World Bank
COL,Colombia,Latin America,2018,Population,SP.POP.TOTL,49024465.0,World Bank
COL,Colombia,Latin America,2018,Unemployment Rate,LUR,10.0,IMF
COL,Colombia,Latin America,2019,Current Account Balance (% of GDP),BCA_NGDPD,-4.6,IMF
COL,Colombia,Latin America,2019,Education Expenditure (% of GDP),SE.XPD.TOTL.GD.ZS,4.51069021224976,World Bank
COL,Colombia,Latin America,2019,Fiscal Balance (% of GDP),GGXCNL_NGDP,-3.5,IMF
COL,Colombia,Latin America,2019,GDP Growth Rate (Annual %),NGDP_RPCH,3.2,IMF
COL,Colombia,Latin America,2019,GNI per Capita,NY.GNP.PCAP.CD,6630.0,World Bank
COL,Colombia,Latin America,2019,Government Debt (% of GDP),GGXWDG_NGDP,51.0,IMF
COL,Colombia,Latin America,2019,Inflation Rate (CPI),PCPIPCH,3.5,IMF
