Country_Code,Country,Region,Year,Indicator_Name,Indicator_Code,Value,Source
BGD,Bangladesh,Asia,2020,Government Debt (% of GDP),GGXWDG_NGDP,34.5,IMF
BGD,Bangladesh,Asia,2020,Inflation Rate (CPI),PCPIPCH,5.6,IMF
BGD,Bangladesh,Asia,2021,Current Account Balance (% of GDP),BCA_NGDPD,-1.1,IMF
BGD,Bangladesh,Asia,2021,Fiscal Balance (% of GDP),GGXCNL_NGDP,-3.6,IMF
BGD,Bangladesh,Asia,2021,GDP Growth Rate (Annual %),NGDP_RPCH,6.9,IMF
BGD,Bangladesh,Asia,2021,Government Debt (% of GDP),GGXWDG_NGDP,35.6,IMF
BGD,Bangladesh,Asia,2021,Inflation Rate (CPI),PCPIPCH,5.6,IMF
BGD,Bangladesh,Asia,2022,Current Account Balance (% of GDP),BCA_NGDPD,-4.0,IMF
BGD,Bangladesh,Asia,2022,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.5,IMF
BGD,Bangladesh,Asia,2022,GDP Growth Rate (Annual %),NGDP_RPCH,7.1,IMF
BGD,Bangladesh,Asia,2022,Government Debt (% of GDP),GGXWDG_NGDP,37.9,IMF
BGD,Bangladesh,Asia,2022,Inflation Rate (CPI),PCPIPCH,6.1,IMF
BGD,Bangladesh,Asia,2023,Current Account Balance (% of GDP),BCA_NGDPD,-2.6,IMF
BGD,Bangladesh,Asia,2023,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.4,IMF
BGD,Bangladesh,Asia,2023,GDP Growth Rate (Annual %),NGDP_RPCH,5.8,IMF
BGD,Bangladesh,Asia,2023,Government Debt (% of GDP),GGXWDG_NGDP,39.7,IMF
BGD,Bangladesh,Asia,2023,Inflation Rate (CPI),PCPIPCH,9.0,IMF
BGD,Bangladesh,Asia,2024,Current Account Balance (% of GDP),BCA_NGDPD,-1.4,IMF
BGD,Bangladesh,Asia,2024,Fiscal Balance (% of GDP),GGXCNL_NGDP,-3.7,IMF
BGD,Bangladesh,Asia,2024,GDP Growth Rate (Annual %),NGDP_RPCH,4.2,IMF
BGD,Bangladesh,Asia,2024,Government Debt (% of GDP),GGXWDG_NGDP,41.0,IMF
BGD,Bangladesh,Asia,2024,Inflation Rate (CPI),PCPIPCH,9.7,IMF
BRA,Brazil,Latin America,2018,Current Account Balance (% of GDP),BCA_NGDPD,-2.8,IMF
BRA,Brazil,Latin America,2018,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.0,IMF
BRA,Brazil,Latin America,2018,GDP Growth Rate (Annual %),NGDP_RPCH,1.8,IMF
BRA,Brazil,Latin America,2018,Government Debt (% of GDP),GGXWDG_NGDP,84.8,IMF
BRA,Brazil,Latin America,2018,Inflation Rate (CPI),PCPIPCH,3.7,IMF
BRA,Brazil,Latin America,2018,Unemployment Rate,LUR,12.4,IMF
BRA,Brazil,Latin America,2019,Current Account Balance (% of GDP),BCA_NGDPD,-3.5,IMF
BRA,Brazil,Latin America,2019,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.9,IMF
BRA,Brazil,Latin America,2019,GDP Growth Rate (Annual %),NGDP_RPCH,1.2,IMF
BRA,Brazil,Latin America,2019,Government Debt (% of GDP),GGXWDG_NGDP,87.1,IMF
BRA,Brazil,Latin America,2019,Inflation Rate (CPI),PCPIPCH,3.7,IMF
BRA,Brazil,Latin America,2019,Unemployment Rate,LUR,12.0,IMF
BRA,Brazil,Latin America,2020,Current Account Balance (% of GDP),BCA_NGDPD,-1.7,IMF
BRA,Brazil,Latin America,2020,Fiscal Balance (% of GDP),GGXCNL_NGDP,-11.6,IMF
BRA,Brazil,Latin America,2020,GDP Growth Rate (Annual %),NGDP_RPCH,-3.3,IMF
BRA,Brazil,Latin America,2020,Government Debt (% of GDP),GGXWDG_NGDP,96.0,IMF
BRA,Brazil,Latin America,2020,Inflation Rate (CPI),PCPIPCH,3.2,IMF
BRA,Brazil,Latin America,2020,Unemployment Rate,LUR,13.8,IMF
BRA,Brazil,Latin America,2021,Current Account Balance (% of GDP),BCA_NGDPD,-2.4,IMF
BRA,Brazil,Latin America,2021,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.6,IMF
BRA,Brazil,Latin America,2021,GDP Growth Rate (Annual %),NGDP_RPCH,4.8,IMF
BRA,Brazil,Latin America,2021,Government Debt (% of GDP),GGXWDG_NGDP,88.9,IMF
BRA,Brazil,Latin America,2021,Inflation Rate (CPI),PCPIPCH,8.3,IMF
BRA,Brazil,Latin America,2021,Unemployment Rate,LUR,13.2,IMF
BRA,Brazil,Latin America,2022,Current Account Balance (% of GDP),BCA_NGDPD,-2.2,IMF
BRA,Brazil,Latin America,2022,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.0,IMF
BRA,Brazil,Latin America,2022,GDP Growth Rate (Annual %),NGDP_RPCH,3.0,IMF
BRA,Brazil,Latin America,2022,Government Debt (% of GDP),GGXWDG_NGDP,83.9,IMF
BRA,Brazil,Latin America,2022,Inflation Rate (CPI),PCPIPCH,9.3,IMF
BRA,Brazil,Latin America,2022,Unemployment Rate,LUR,9.3,IMF
BRA,Brazil,Latin America,2023,Current Account Balance (% of GDP),BCA_NGDPD,-1.3,IMF
BRA,Brazil,Latin America,2023,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.7,IMF
BRA,Brazil,Latin America,2023,GDP Growth Rate (Annual %),NGDP_RPCH,3.2,IMF
BRA,Brazil,Latin America,2023,Government Debt (% of GDP),GGXWDG_NGDP,84.0,IMF
BRA,Brazil,Latin America,2023,Inflation Rate (CPI),PCPIPCH,4.6,IMF
BRA,Brazil,Latin America,2023,Unemployment Rate,LUR,8.0,IMF
BRA,Brazil,Latin America,2024,Current Account Balance (% of GDP),BCA_NGDPD,-2.7,IMF
BRA,Brazil,Latin America,2024,Fiscal Balance (% of GDP),GGXCNL_NGDP,-6.2,IMF
BRA,Brazil,Latin America,2024,GDP Growth Rate (Annual %),NGDP_RPCH,3.4,IMF
BRA,Brazil,Latin America,2024,Government Debt (% of GDP),GGXWDG_NGDP,87.3,IMF
BRA,Brazil,Latin America,2024,Inflation Rate (CPI),PCPIPCH,4.4,IMF
BRA,Brazil,Latin America,2024,Unemployment Rate,LUR,6.9,IMF
CHL,Chile,Latin America,2018,Current Account Balance (% of GDP),BCA_NGDPD,-4.5,IMF
CHL,Chile,Latin America,2018,Fiscal Balance (% of GDP),GGXCNL_NGDP,-1.5,IMF
CHL,Chile,Latin America,2018,GDP Growth Rate (Annual %),NGDP_RPCH,4.0,IMF
CHL,Chile,Latin America,2018,Government Debt (% of GDP),GGXWDG_NGDP,25.8,IMF
CHL,Chile,Latin America,2018,Inflation Rate (CPI),PCPIPCH,2.3,IMF
CHL,Chile,Latin America,2018,Unemployment Rate,LUR,7.4,IMF
CHL,Chile,Latin America,2019,Current Account Balance (% of GDP),BCA_NGDPD,-5.2,IMF
CHL,Chile,Latin America,2019,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.7,IMF
CHL,Chile,Latin America,2019,GDP Growth Rate (Annual %),NGDP_RPCH,0.6,IMF
CHL,Chile,Latin America,2019,Government Debt (% of GDP),GGXWDG_NGDP,28.3,IMF
CHL,Chile,Latin America,2019,Inflation Rate (CPI),PCPIPCH,2.3,IMF
CHL,Chile,Latin America,2019,Unemployment Rate,LUR,7.2,IMF
CHL,Chile,Latin America,2020,Current Account Balance (% of GDP),BCA_NGDPD,-1.9,IMF
CHL,Chile,Latin America,2020,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.1,IMF
CHL,Chile,Latin America,2020,GDP Growth Rate (Annual %),NGDP_RPCH,-6.1,IMF
CHL,Chile,Latin America,2020,Government Debt (% of GDP),GGXWDG_NGDP,32.4,IMF
CHL,Chile,Latin America,2020,Inflation Rate (CPI),PCPIPCH,3.0,IMF
CHL,Chile,Latin America,2020,Unemployment Rate,LUR,10.8,IMF
CHL,Chile,Latin America,2021,Current Account Balance (% of GDP),BCA_NGDPD,-7.3,IMF
CHL,Chile,Latin America,2021,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.5,IMF
CHL,Chile,Latin America,2021,GDP Growth Rate (Annual %),NGDP_RPCH,11.3,IMF
CHL,Chile,Latin America,2021,Government Debt (% of GDP),GGXWDG_NGDP,36.4,IMF
CHL,Chile,Latin America,2021,Inflation Rate (CPI),PCPIPCH,4.5,IMF
CHL,Chile,Latin America,2021,Unemployment Rate,LUR,8.9,IMF
CHL,Chile,Latin America,2022,Current Account Balance (% of GDP),BCA_NGDPD,-8.8,IMF
CHL,Chile,Latin America,2022,Fiscal Balance (% of GDP),GGXCNL_NGDP,1.4,IMF
CHL,Chile,Latin America,2022,GDP Growth Rate (Annual %),NGDP_RPCH,2.2,IMF
CHL,Chile,Latin America,2022,Government Debt (% of GDP),GGXWDG_NGDP,37.9,IMF
CHL,Chile,Latin America,2022,Inflation Rate (CPI),PCPIPCH,11.6,IMF
CHL,Chile,Latin America,2022,Unemployment Rate,LUR,7.9,IMF
CHL,Chile,Latin America,2023,Current Account Balance (% of GDP),BCA_NGDPD,-3.1,IMF
CHL,Chile,Latin America,2023,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.3,IMF
CHL,Chile,Latin America,2023,GDP Growth Rate (Annual %),NGDP_RPCH,0.5,IMF
CHL,Chile,Latin America,2023,Government Debt (% of GDP),GGXWDG_NGDP,39.4,IMF
CHL,Chile,Latin America,2023,Inflation Rate (CPI),PCPIPCH,7.6,IMF
CHL,Chile,Latin America,2023,Unemployment Rate,LUR,8.7,IMF
CHL,Chile,Latin America,2024,Current Account Balance (% of GDP),BCA_NGDPD,-1.5,IMF
CHL,Chile,Latin America,2024,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.8,IMF
CHL,Chile,Latin America,2024,GDP Growth Rate (Annual %),NGDP_RPCH,2.6,IMF
CHL,Chile,Latin America,2024,Government Debt (% of GDP),GGXWDG_NGDP,41.7,IMF
CHL,Chile,Latin America,2024,Inflation Rate (CPI),PCPIPCH,3.9,IMF
CHL,Chile,Latin America,2024,Unemployment Rate,LUR,8.5,IMF
COL,Colombia,Latin America,2018,Current Account Balance (% of GDP),BCA_NGDPD,-4.2,IMF
COL,Colombia,Latin America,2018,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.7,IMF
COL,Colombia,Latin America,2018,GDP Growth Rate (Annual %),NGDP_RPCH,2.6,IMF
COL,Colombia,Latin America,2018,Government Debt (% of GDP),GGXWDG_NGDP,51.8,IMF
COL,Colombia,Latin America,2018,Inflation Rate (CPI),PCPIPCH,3.2,IMF
COL,Colombia,Latin America,2018,Unemployment Rate,LUR,10.0,IMF
COL,Colombia,Latin America,2019,Current Account Balance (% of GDP),BCA_NGDPD,-4.6,IMF
COL,Colombia,Latin America,2019,Fiscal Balance (% of GDP),GGXCNL_NGDP,-3.5,IMF
COL,Colombia,Latin America,2019,GDP Growth Rate (Annual %),NGDP_RPCH,3.2,IMF
COL,Colombia,Latin America,2019,Government Debt (% of GDP),GGXWDG_NGDP,51.0,IMF
COL,Colombia,Latin America,2019,Inflation Rate (CPI),PCPIPCH,3.5,IMF
COL,Colombia,Latin America,2019,Unemployment Rate,LUR,10.9,IMF
COL,Colombia,Latin America,2020,Current Account Balance (% of GDP),BCA_NGDPD,-3.4,IMF
COL,Colombia,Latin America,2020,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.1,IMF
COL,Colombia,Latin America,2020,GDP Growth Rate (Annual %),NGDP_RPCH,-7.2,IMF
COL,Colombia,Latin America,2020,Government Debt (% of GDP),GGXWDG_NGDP,65.3,IMF
COL,Colombia,Latin America,2020,Inflation Rate (CPI),PCPIPCH,2.5,IMF
COL,Colombia,Latin America,2020,Unemployment Rate,LUR,16.7,IMF
COL,Colombia,Latin America,2021,Current Account Balance (% of GDP),BCA_NGDPD,-5.6,IMF
COL,Colombia,Latin America,2021,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.3,IMF
COL,Colombia,Latin America,2021,GDP Growth Rate (Annual %),NGDP_RPCH,10.8,IMF
COL,Colombia,Latin America,2021,Government Debt (% of GDP),GGXWDG_NGDP,64.4,IMF
COL,Colombia,Latin America,2021,Inflation Rate (CPI),PCPIPCH,3.5,IMF
COL,Colombia,Latin America,2021,Unemployment Rate,LUR,13.8,IMF
COL,Colombia,Latin America,2022,Current Account Balance (% of GDP),BCA_NGDPD,-6.0,IMF
COL,Colombia,Latin America,2022,Fiscal Balance (% of GDP),GGXCNL_NGDP,-6.3,IMF
COL,Colombia,Latin America,2022,GDP Growth Rate (Annual %),NGDP_RPCH,7.3,IMF
COL,Colombia,Latin America,2022,Government Debt (% of GDP),GGXWDG_NGDP,61.3,IMF
COL,Colombia,Latin America,2022,Inflation Rate (CPI),PCPIPCH,10.2,IMF
COL,Colombia,Latin America,2022,Unemployment Rate,LUR,11.2,IMF
COL,Colombia,Latin America,2023,Current Account Balance (% of GDP),BCA_NGDPD,-2.3,IMF
COL,Colombia,Latin America,2023,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.9,IMF
COL,Colombia,Latin America,2023,GDP Growth Rate (Annual %),NGDP_RPCH,0.7,IMF
COL,Colombia,Latin America,2023,Government Debt (% of GDP),GGXWDG_NGDP,55.5,IMF
COL,Colombia,Latin America,2023,Inflation Rate (CPI),PCPIPCH,11.7,IMF
COL,Colombia,Latin America,2023,Unemployment Rate,LUR,10.2,IMF
COL,Colombia,Latin America,2024,Current Account Balance (% of GDP),BCA_NGDPD,-1.7,IMF
COL,Colombia,Latin America,2024,Fiscal Balance (% of GDP),GGXCNL_NGDP,-6.2,IMF
COL,Colombia,Latin America,2024,GDP Growth Rate (Annual %),NGDP_RPCH,1.6,IMF
COL,Colombia,Latin America,2024,Government Debt (% of GDP),GGXWDG_NGDP,61.2,IMF
COL,Colombia,Latin America,2024,Inflation Rate (CPI),PCPIPCH,6.6,IMF
COL,Colombia,Latin America,2024,Unemployment Rate,LUR,10.1,IMF
EGY,Egypt,Africa,2018,Current Account Balance (% of GDP),BCA_NGDPD,-2.3,IMF
EGY,Egypt,Africa,2018,Fiscal Balance (% of GDP),GGXCNL_NGDP,-9.0,IMF
EGY,Egypt,Africa,2018,GDP Growth Rate (Annual %),NGDP_RPCH,5.3,IMF
EGY,Egypt,Africa,2018,Government Debt (% of GDP),GGXWDG_NGDP,87.9,IMF
EGY,Egypt,Africa,2018,Inflation Rate (CPI),PCPIPCH,20.9,IMF
EGY,Egypt,Africa,2018,Unemployment Rate,LUR,10.9,IMF
EGY,Egypt,Africa,2019,Current Account Balance (% of GDP),BCA_NGDPD,-3.4,IMF
EGY,Egypt,Africa,2019,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.6,IMF
EGY,Egypt,Africa,2019,GDP Growth Rate (Annual %),NGDP_RPCH,5.5,IMF
EGY,Egypt,Africa,2019,Government Debt (% of GDP),GGXWDG_NGDP,80.1,IMF
EGY,Egypt,Africa,2019,Inflation Rate (CPI),PCPIPCH,13.9,IMF
EGY,Egypt,Africa,2019,Unemployment Rate,LUR,8.6,IMF
EGY,Egypt,Africa,2020,Current Account Balance (% of GDP),BCA_NGDPD,-2.9,IMF
EGY,Egypt,Africa,2020,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.5,IMF
EGY,Egypt,Africa,2020,GDP Growth Rate (Annual %),NGDP_RPCH,3.6,IMF
EGY,Egypt,Africa,2020,Government Debt (% of GDP),GGXWDG_NGDP,86.2,IMF
EGY,Egypt,Africa,2020,Inflation Rate (CPI),PCPIPCH,5.7,IMF
EGY,Egypt,Africa,2020,Unemployment Rate,LUR,8.3,IMF
EGY,Egypt,Africa,2021,Current Account Balance (% of GDP),BCA_NGDPD,-4.4,IMF
EGY,Egypt,Africa,2021,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.0,IMF
EGY,Egypt,Africa,2021,GDP Growth Rate (Annual %),NGDP_RPCH,3.3,IMF
EGY,Egypt,Africa,2021,Government Debt (% of GDP),GGXWDG_NGDP,89.9,IMF
EGY,Egypt,Africa,2021,Inflation Rate (CPI),PCPIPCH,4.5,IMF
EGY,Egypt,Africa,2021,Unemployment Rate,LUR,7.3,IMF
EGY,Egypt,Africa,2022,Current Account Balance (% of GDP),BCA_NGDPD,-3.5,IMF
EGY,Egypt,Africa,2022,Fiscal Balance (% of GDP),GGXCNL_NGDP,-5.7,IMF
EGY,Egypt,Africa,2022,GDP Growth Rate (Annual %),NGDP_RPCH,6.7,IMF
EGY,Egypt,Africa,2022,Government Debt (% of GDP),GGXWDG_NGDP,88.5,IMF
EGY,Egypt,Africa,2022,Inflation Rate (CPI),PCPIPCH,8.5,IMF
EGY,Egypt,Africa,2022,Unemployment Rate,LUR,7.3,IMF
EGY,Egypt,Africa,2023,Current Account Balance (% of GDP),BCA_NGDPD,-1.2,IMF
EGY,Egypt,Africa,2023,Fiscal Balance (% of GDP),GGXCNL_NGDP,-5.8,IMF
EGY,Egypt,Africa,2023,GDP Growth Rate (Annual %),NGDP_RPCH,3.8,IMF
EGY,Egypt,Africa,2023,Government Debt (% of GDP),GGXWDG_NGDP,95.9,IMF
EGY,Egypt,Africa,2023,Inflation Rate (CPI),PCPIPCH,24.4,IMF
EGY,Egypt,Africa,2023,Unemployment Rate,LUR,7.2,IMF
EGY,Egypt,Africa,2024,Current Account Balance (% of GDP),BCA_NGDPD,-5.4,IMF
EGY,Egypt,Africa,2024,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.1,IMF
EGY,Egypt,Africa,2024,GDP Growth Rate (Annual %),NGDP_RPCH,2.4,IMF
EGY,Egypt,Africa,2024,Government Debt (% of GDP),GGXWDG_NGDP,90.9,IMF
EGY,Egypt,Africa,2024,Inflation Rate (CPI),PCPIPCH,33.3,IMF
EGY,Egypt,Africa,2024,Unemployment Rate,LUR,7.4,IMF
ETH,Ethiopia,Africa,2018,Current Account Balance (% of GDP),BCA_NGDPD,-6.5,IMF
ETH,Ethiopia,Africa,2018,Fiscal Balance (% of GDP),GGXCNL_NGDP,-3.0,IMF
ETH,Ethiopia,Africa,2018,GDP Growth Rate (Annual %),NGDP_RPCH,7.7,IMF
ETH,Ethiopia,Africa,2018,Government Debt (% of GDP),GGXWDG_NGDP,58.4,IMF
ETH,Ethiopia,Africa,2018,Inflation Rate (CPI),PCPIPCH,13.8,IMF
ETH,Ethiopia,Africa,2019,Current Account Balance (% of GDP),BCA_NGDPD,-5.3,IMF
ETH,Ethiopia,Africa,2019,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.5,IMF
ETH,Ethiopia,Africa,2019,GDP Growth Rate (Annual %),NGDP_RPCH,9.0,IMF
ETH,Ethiopia,Africa,2019,Government Debt (% of GDP),GGXWDG_NGDP,54.7,IMF
ETH,Ethiopia,Africa,2019,Inflation Rate (CPI),PCPIPCH,15.8,IMF
ETH,Ethiopia,Africa,2020,Current Account Balance (% of GDP),BCA_NGDPD,-4.6,IMF
ETH,Ethiopia,Africa,2020,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.8,IMF
ETH,Ethiopia,Africa,2020,GDP Growth Rate (Annual %),NGDP_RPCH,6.1,IMF
ETH,Ethiopia,Africa,2020,Government Debt (% of GDP),GGXWDG_NGDP,53.7,IMF
ETH,Ethiopia,Africa,2020,Inflation Rate (CPI),PCPIPCH,20.4,IMF
ETH,Ethiopia,Africa,2021,Current Account Balance (% of GDP),BCA_NGDPD,-3.2,IMF
ETH,Ethiopia,Africa,2021,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.8,IMF
ETH,Ethiopia,Africa,2021,GDP Growth Rate (Annual %),NGDP_RPCH,6.3,IMF
ETH,Ethiopia,Africa,2021,Government Debt (% of GDP),GGXWDG_NGDP,53.8,IMF
ETH,Ethiopia,Africa,2021,Inflation Rate (CPI),PCPIPCH,26.8,IMF
ETH,Ethiopia,Africa,2022,Current Account Balance (% of GDP),BCA_NGDPD,-4.3,IMF
ETH,Ethiopia,Africa,2022,Fiscal Balance (% of GDP),GGXCNL_NGDP,-4.2,IMF
ETH,Ethiopia,Africa,2022,GDP Growth Rate (Annual %),NGDP_RPCH,6.4,IMF
ETH,Ethiopia,Africa,2022,Government Debt (% of GDP),GGXWDG_NGDP,46.9,IMF
ETH,Ethiopia,Africa,2022,Inflation Rate (CPI),PCPIPCH,33.9,IMF
ETH,Ethiopia,Africa,2023,Current Account Balance (% of GDP),BCA_NGDPD,-2.9,IMF
ETH,Ethiopia,Africa,2023,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.6,IMF
ETH,Ethiopia,Africa,2023,GDP Growth Rate (Annual %),NGDP_RPCH,7.2,IMF
ETH,Ethiopia,Africa,2023,Government Debt (% of GDP),GGXWDG_NGDP,38.7,IMF
ETH,Ethiopia,Africa,2023,Inflation Rate (CPI),PCPIPCH,30.2,IMF
ETH,Ethiopia,Africa,2024,Current Account Balance (% of GDP),BCA_NGDPD,-4.2,IMF
ETH,Ethiopia,Africa,2024,Fiscal Balance (% of GDP),GGXCNL_NGDP,-2.0,IMF
ETH,Ethiopia,Africa,2024,GDP Growth Rate (Annual %),NGDP_RPCH,8.1,IMF
ETH,Ethiopia,Africa,2024,Government Debt (% of GDP),GGXWDG_NGDP,32.7,IMF
ETH,Ethiopia,Africa,2024,Inflation Rate (CPI),PCPIPCH,21.0,IMF
GHA,Ghana,Africa,2018,Current Account Balance (% of GDP),BCA_NGDPD,-3.0,IMF
GHA,Ghana,Africa,2018,Fiscal Balance (% of GDP),GGXCNL_NGDP,-6.8,IMF
GHA,Ghana,Africa,2018,GDP Growth Rate (Annual %),NGDP_RPCH,6.2,IMF
GHA,Ghana,Africa,2018,Government Debt (% of GDP),GGXWDG_NGDP,62.0,IMF
GHA,Ghana,Africa,2018,Inflation Rate (CPI),PCPIPCH,9.8,IMF
GHA,Ghana,Africa,2019,Current Account Balance (% of GDP),BCA_NGDPD,-2.2,IMF
GHA,Ghana,Africa,2019,Fiscal Balance (% of GDP),GGXCNL_NGDP,-7.5,IMF
GHA,Ghana,Africa,2019,GDP Growth Rate (Annual %),NGDP_RPCH,6.5,IMF
GHA,Ghana,Africa,2019,Government Debt (% of GDP),GGXWDG_NGDP,62.9,IMF
GHA,Ghana,Africa,2019,Inflation Rate (CPI),PCPIPCH,7.2,IMF
GHA,Ghana,Africa,2020,Current Account Balance (% of GDP),BCA_NGDPD,-2.5,IMF
